village_id,model_ent_1988,data_ent_1988,model_ent_1990,data_ent_1990,model_ent_1992,data_ent_1992,model_ent_1994,data_ent_1994,model_ent_1996,data_ent_1996
53021806,0.035556,0.007634,0.035145,0.022222,0.034735,0.019868,0.034326,0.000000,0.033917,0.000192
53021807,0.035556,0.000000,0.035145,0.000000,0.034735,0.000000,0.034326,0.000000,0.033917,0.000176
53021809,0.018393,0.000000,0.019838,0.012195,0.020655,0.000000,0.021238,0.000000,0.021053,0.000343
53021812,0.022603,0.000000,0.022185,0.000000,0.021806,0.000000,0.021443,0.000000,0.021083,0.000361
53021814,0.022626,0.000000,0.022203,0.037037,0.021819,0.000000,0.021444,0.000000,0.021083,0.000330
53021815,0.035556,0.008850,0.035145,0.009091,0.034735,0.008850,0.034326,0.000000,0.033917,0.008279
53022701,0.035556,0.005128,0.035145,0.000000,0.034735,0.000000,0.034326,0.000000,0.033917,0.000220
53022703,0.015544,0.000000,0.018147,0.000000,0.019939,0.000000,0.020829,0.000000,0.021033,0.000253
53030201,0.035556,0.000000,0.035145,0.000000,0.034735,0.000000,0.034326,0.000000,0.033917,0.000181
53030204,0.013018,0.000000,0.016701,0.004367,0.018985,0.000000,0.020414,0.000000,0.021023,0.000195
53030804,0.020884,0.000000,0.021238,0.000000,0.021579,0.000000,0.021421,0.000000,0.021073,0.699155
53051001,0.022723,0.000000,0.022250,0.026667,0.021846,0.000000,0.021466,0.000000,0.021093,0.012365
53051005,0.015537,0.016667,0.018143,0.000000,0.019937,0.000000,0.020828,0.000000,0.021033,0.000177
53070701,0.022714,0.000000,0.022245,0.000000,0.021843,0.000000,0.021464,0.000000,0.021093,0.000209
53070705,0.018401,0.000000,0.019843,0.000000,0.020657,0.000000,0.021238,0.000000,0.021053,0.000132
53070802,0.010859,0.000000,0.015535,0.000000,0.018486,0.000000,0.020197,0.000000,0.021021,0.000230
53070903,0.022603,0.210526,0.022185,0.085714,0.021806,0.000000,0.021443,0.000000,0.021083,0.000234
53070906,0.021246,0.000000,0.021242,0.000000,0.021581,0.000000,0.021422,0.000000,0.021073,0.000444
53070909,0.014469,0.000000,0.017573,0.000000,0.019472,0.000000,0.020626,0.000000,0.021033,0.000202
53071002,0.022811,0.000000,0.022305,0.000000,0.021869,0.000000,0.021477,0.000000,0.021103,0.000295
53071005,0.016970,0.000000,0.018995,0.000000,0.020187,0.000000,0.021036,0.000000,0.021043,0.000194
53071205,0.015175,0.000000,0.018134,0.000000,0.019933,0.000000,0.020827,0.000000,0.021033,0.000444
53071206,0.018751,0.000000,0.019845,0.000000,0.020658,0.000000,0.021238,0.000000,0.021053,0.000382
53071407,0.017686,0.000000,0.019282,0.000000,0.020422,0.000000,0.021237,0.000000,0.021053,0.000220
53080105,0.022813,0.000000,0.022306,0.000000,0.021870,0.000000,0.021477,0.000000,0.021103,0.028523
53080201,0.022578,0.000000,0.022176,0.000000,0.021796,0.000000,0.021433,0.000000,0.021074,0.000268
53080301,0.022665,0.000000,0.022220,0.000000,0.021821,0.000000,0.021445,0.000000,0.021084,0.000298
53080304,0.018751,0.000000,0.019845,0.000000,0.020658,0.007042,0.021238,0.021127,0.021053,0.000195
53080401,0.022569,0.000000,0.022171,0.006135,0.021794,0.000000,0.021432,0.000000,0.021074,0.000159
53080405,0.022629,0.000000,0.022205,0.000000,0.021820,0.000000,0.021444,0.000000,0.021083,0.000263
53080406,0.016970,0.000000,0.018995,0.000000,0.020187,0.000000,0.021036,0.000000,0.021043,0.000298
53080508,0.017686,0.000000,0.019282,0.000000,0.020422,0.000000,0.021237,0.000000,0.021053,0.000242
53100306,0.035556,0.000000,0.035145,0.000000,0.034735,0.000000,0.034326,0.000000,0.033917,0.000232
53140301,0.017686,0.000000,0.019282,0.028571,0.020422,0.000000,0.021237,0.000000,0.021053,0.013072
53170101,0.017196,0.005348,0.019204,0.000000,0.020380,0.011236,0.021214,0.000000,0.021051,0.045805
53170102,0.014460,0.000000,0.017568,0.000000,0.019470,0.000000,0.020625,0.000000,0.021033,0.021116
53170301,0.022943,0.008264,0.022366,0.012618,0.021907,0.000000,0.021498,0.000000,0.021113,0.109397
53170303,0.011217,0.000000,0.015821,0.032710,0.018491,0.000000,0.020199,0.036842,0.021021,0.000108
53170306,0.010490,0.000000,0.015521,0.003846,0.018479,0.000000,0.020194,0.000000,0.021021,0.009858
 7060211,0.020485,0.019231,0.019868,0.000000,0.019387,0.000000,0.018975,0.000000,0.018614,0.002470
 7060803,0.031578,0.000000,0.031206,0.000000,0.030835,0.000000,0.030465,0.000000,0.030095,0.001882
 7060805,0.031578,0.000000,0.031206,0.000000,0.030835,0.000000,0.030465,0.000000,0.030095,0.001763
 7060809,0.031578,0.000000,0.031206,0.000000,0.030835,0.000000,0.030465,0.000000,0.030095,0.001266
 7060810,0.031578,0.019417,0.031206,0.000000,0.030835,0.015748,0.030465,0.030534,0.030095,0.019511
 7060811,0.020566,0.000000,0.019908,0.007407,0.019404,0.000000,0.018987,0.000000,0.018615,0.001077
 7060812,0.031578,0.000000,0.031206,0.011628,0.030835,0.000000,0.030465,0.000000,0.030095,0.001609
 7060813,0.014301,0.027397,0.016405,0.000000,0.017638,0.032258,0.018532,0.031746,0.018532,0.027323
 7070103,0.020412,0.010000,0.019814,0.000000,0.019360,0.000000,0.018963,0.000000,0.018605,0.639898
 7070109,0.020066,0.000000,0.019637,0.082192,0.019255,0.000000,0.018903,0.000000,0.018573,0.001256
 7070405,0.013278,0.012097,0.016027,0.003817,0.017630,0.000000,0.018530,0.000000,0.018531,0.000591
 7070408,0.019932,0.014815,0.019562,0.000000,0.019211,0.009174,0.018879,0.101695,0.018563,0.001744
 7070410,0.011739,0.004219,0.014910,0.018349,0.016781,0.003012,0.018076,0.045181,0.018521,0.050676
 7070412,0.013278,0.019048,0.016027,0.012739,0.017630,0.007519,0.018530,0.000000,0.018531,0.001266
 7070502,0.019983,0.000000,0.019579,0.007407,0.019225,0.000000,0.018890,0.000000,0.018563,0.025993
 7070505,0.017896,0.000000,0.018255,0.005747,0.018757,0.017647,0.018855,0.000000,0.018543,0.482117
 7070506,0.020354,0.000000,0.019791,0.000000,0.019343,0.000000,0.018950,0.000000,0.018595,0.022079
 7070507,0.020847,0.000000,0.020056,0.000000,0.019490,0.000000,0.019034,0.013245,0.018646,0.001070
 7070508,0.019983,0.000000,0.019579,0.000000,0.019225,0.005988,0.018890,0.017751,0.018563,0.022897
 7090403,0.031578,0.023438,0.031206,0.038462,0.030835,0.033333,0.030465,0.041237,0.030095,0.001005
27010303,0.018916,0.006061,0.018980,0.010929,0.019031,0.000000,0.018865,0.026042,0.018552,0.025163
27010306,0.014301,0.047619,0.016405,0.005000,0.017638,0.000000,0.018532,0.000000,0.018532,0.000610
27010502,0.014301,0.000000,0.016405,0.000000,0.017638,0.000000,0.018532,0.000000,0.018532,0.000404
27010701,0.031578,0.000000,0.031206,0.000000,0.030835,0.000000,0.030465,0.000000,0.030095,0.000566
27010702,0.016796,0.008734,0.017843,0.000000,0.018457,0.000000,0.018843,0.000000,0.018542,0.001707
27010703,0.020007,0.000000,0.019598,0.000000,0.019239,0.009346,0.018901,0.000000,0.018573,0.000533
27010704,0.014301,0.000000,0.016405,0.013699,0.017638,0.000000,0.018532,0.000000,0.018532,0.000729
27010705,0.011739,0.000000,0.014910,0.000000,0.016781,0.000000,0.018076,0.000000,0.018521,0.000582
27010707,0.020383,0.000000,0.019810,0.000000,0.019358,0.019608,0.018963,0.010101,0.018604,0.010107
27010708,0.020622,0.000000,0.019928,0.000000,0.019418,0.018405,0.018999,0.018182,0.018625,0.000353
27010801,0.019959,0.006897,0.019581,0.000000,0.019226,0.000000,0.018891,0.009434,0.018563,0.000566
27010802,0.015843,0.000000,0.017137,0.000000,0.018192,0.000000,0.018753,0.000000,0.018541,0.000712
27010805,0.031578,0.000000,0.031206,0.000000,0.030835,0.000000,0.030465,0.000000,0.030095,0.000856
27010807,0.015326,0.000000,0.017143,0.057692,0.018196,0.000000,0.018756,0.000000,0.018541,0.000481
27011301,0.031578,0.023810,0.031206,0.035714,0.030835,0.000000,0.030465,0.022222,0.030095,0.000675
27011404,0.020219,0.000000,0.019712,0.034884,0.019298,0.034783,0.018926,0.000000,0.018584,0.032448
27011411,0.019878,0.000000,0.019350,0.000000,0.019196,0.000000,0.018878,0.000000,0.018562,0.001055
27011701,0.031578,0.025862,0.031206,0.023810,0.030835,0.020548,0.030465,0.000000,0.030095,0.000423
27011704,0.019932,0.000000,0.019562,0.000000,0.019211,0.000000,0.018879,0.000000,0.018563,0.000418
27011708,0.018406,0.000000,0.018618,0.000000,0.019031,0.000000,0.018866,0.000000,0.018552,0.001620
27011804,0.017895,0.036364,0.018254,0.000000,0.018757,0.000000,0.018855,0.000000,0.018543,0.000974
27012202,0.011222,0.010870,0.014898,0.000000,0.016774,0.000000,0.018073,0.000000,0.018520,0.000533
27012304,0.017378,0.016667,0.018247,0.042553,0.018754,0.000000,0.018854,0.000000,0.018542,0.001151
27020102,0.020251,0.047619,0.019735,0.000000,0.019315,0.000000,0.018939,0.000000,0.018594,0.000447
27020103,0.020769,0.000000,0.020018,0.000000,0.019460,0.000000,0.019022,0.000000,0.018636,0.019425
27020108,0.014813,0.000000,0.016773,0.017699,0.017913,0.017699,0.018531,0.000000,0.018532,0.000529
27020410,0.014301,0.000000,0.016405,0.000000,0.017638,0.000000,0.018532,0.000000,0.018532,0.475872
27020601,0.019435,0.004525,0.019349,0.004367,0.019196,0.000000,0.018878,0.000000,0.018562,0.000274
27020602,0.013278,0.000000,0.016027,0.000000,0.017630,0.000000,0.018530,0.000000,0.018531,0.000566
